il_ADI,ilce_ADI,orig_name,normalized,n_sandik,gecerli_oy_toplam,AB PARTİ,ABP,AK PARTİ,BTP,BÜYÜK BİRLİK,CHP,DEVA PARTİSİ,DP,DSP,EMEP,GELECEK PARTİSİ,HKP,HÜDA PAR,MEMLEKET,MİLLET,SAADET,SOL PARTİ,TKH,TKP,TİP,VATAN PARTİSİ,YENİDEN REFAH,ZAFER PARTİSİ,İYİ PARTİ
İSTANBUL,PENDİK,ORTA MAH.,ORTA,8,1989,0.0,0.0,3.6302177015906563,0.014782988181164948,0.10576640049462152,3.1401599632848827,0.007597122302158274,0.0038461538461538464,0.007634032634032634,0.01637311146923734,0.0036101083032490976,0.0,0.02060805860805861,0.039922607468652414,0.0,0.09679761776195293,0.007220216606498195,0.009737029140014215,0.007575757575757576,0.03144563843376395,0.011385001090037062,0.3931823210599373,0.30033442108334374,0.15180374906582728
İSTANBUL,PENDİK,RAMAZANOĞLU MAH.,RAMAZANOĞLU,6,1491,0.007722007722007722,0.0,2.008644844561131,0.020319938606366703,0.0316966352293695,3.2262477846755164,0.01586100386100386,0.0,0.008130081300813009,0.00786100386100386,0.012142426475514168,0.004,0.012163332647003585,0.027306171470931194,0.0,0.10439644859345684,0.012066192816318395,0.004,0.0,0.03653103812069022,0.0,0.30042713422438005,0.1288986399196587,0.03158531591483536
İSTANBUL,PENDİK,SANAYİ MAH.,SANAYİ,7,1829,0.007551040761372864,0.00392156862745098,2.318762406648141,0.01168882248845484,0.09249263360344433,3.4508570439273694,0.03083195034742951,0.011472609388823845,0.0,0.015363540761372864,0.019562960285866297,0.003952569169960474,0.007477288609364081,0.0341625040818096,0.0,0.15683531294247005,0.015337759603440835,0.0037735849056603774,0.00392156862745098,0.01928231146973607,0.026853384513992593,0.47105970764104516,0.21083328209710986,0.084006149498234
İSTANBUL,PENDİK,SAPAN BAĞLARI MAH.,SAPAN BAĞLARI,27,7572,0.003424657534246575,0.0,8.102999664431893,0.03600867430453308,0.1440450296656807,15.640166782502206,0.06867544500159226,0.025487884250328288,0.010715476171600706,0.04636546208319836,0.035641792905324286,0.0108068052615455,0.03925055561090881,0.10698728074479893,0.0034602076124567475,0.26720280061156765,0.010618333383845553,0.01035675933659468,0.06303256086375797,0.33958068988358203,0.021283985325348885,0.5463022819312469,1.0860285170187074,0.38155835356503537
İSTANBUL,PENDİK,SÜLÜNTEPE MAH.,SÜLÜNTEPE,53,14235,0.05927900429924253,0.08437637474959299,20.95289915586672,0.08226563051966497,0.5928257798354477,24.9034291652344,0.1757229552847094,0.07346745815737422,0.059555036490129526,0.10049648047851097,0.0889262386944558,0.0221066435624851,0.19238342874131362,0.21177249956343236,0.025633777739009402,0.6091179029167668,0.1406769351631642,0.01510339012252417,0.07868612533323334,0.2561425889263955,0.04480255268290947,2.090675099283195,1.616406360988479,0.5232494153668422
İSTANBUL,PENDİK,VELİBABA MAH.,VELİBABA,86,22493,0.04577197831580402,0.04607007459980897,40.89181688956084,0.18236884888019,2.6945533221028293,30.356995483016107,0.38969714361510804,0.038024870726139866,0.08529525367498048,0.09503992001735803,0.12528855582566434,0.019211513662300266,0.21714158644384707,0.3100290435819564,0.034328268057027954,1.3995034626758582,0.12138844181661423,0.04678489686179124,0.12991388545108032,0.30064591516307615,0.061260784002233296,4.251667192216962,3.125256738302043,1.031945931430373
İSTANBUL,PENDİK,YAYALAR MAH.,YAYALAR,29,7562,0.011637159594201144,0.007936507936507936,11.485596827226313,0.06064458482719261,0.46952614379823754,12.9271513050744,0.122450609847114,0.04876331266906594,0.022763519349274168,0.01881785587356023,0.035137675359603694,0.008032128514056224,0.04172847310674683,0.10008054952585202,0.00788000062047249,0.5007887986853583,0.02307588949455237,0.007631257631257631,0.03347717678985234,0.14977251003729536,0.011431044439273001,1.319907426976141,1.2115614776241928,0.37420776499947855
İSTANBUL,PENDİK,YENİ MAH.,YENİ,37,10221,0.0038022813688212928,0.010918333775618882,10.12040659578124,0.03580505407425729,0.2334079862057212,22.393790153655335,0.06441911007938904,0.014276275501982145,0.01780539557824627,0.03339769698240172,0.06461471603948073,0.02502858457375502,0.04992651767088109,0.13004201239238644,0.018200194802032894,0.31103415656043876,0.014803108185067606,0.029038927806284406,0.054491483582834094,0.57321610505149,0.02941632119539219,0.7683239830771731,1.5068145845099126,0.4970204215498584
İSTANBUL,PENDİK,YENİŞEHİR MAH.,YENİŞEHİR,138,35801,0.024047463845313862,0.046661862857345256,39.55516045292176,0.3110629758210568,1.3335881314758404,79.20837247484685,0.4909982471032094,0.08358169677838298,0.08104643943481303,0.15487212691643576,0.3099594999134941,0.04618695593483371,0.2423915016179067,0.6517053718461238,0.03808001514653292,1.202744769480042,0.1150736554305214,0.1231176365943352,0.38090520334224504,0.9570153705040826,0.16322501384170912,3.4377295956312737,6.659376183215626,2.383097355500261
İSTANBUL,PENDİK,YEŞİLBAĞLAR MAH.,YEŞİLBAĞLAR,15,4207,0.003952569169960474,0.042198387981806064,4.881845377437941,0.041888275353132165,0.07067665751818593,8.086479711307224,0.04704486026903607,0.02143354569136726,0.014669342015644102,0.007067137809187279,0.017983958621037494,0.006756756756756757,0.020967355113454933,0.0642716463070008,0.010833714108211741,0.18278096785827624,0.01425269979181024,0.0035714285714285713,0.03543954329379144,0.261000917112138,0.010448694294084224,0.43375402051811973,0.462053783751464,0.25862864934894264
İSTANBUL,PENDİK,ÇAMLIK MAH.,ÇAMLIK,40,10701,0.01490113563040452,0.003787878787878788,17.853676229476353,0.11299189536396215,0.5597982157741772,15.647677303405061,0.349624874087147,0.030009030794068203,0.01867618257984969,0.05241150808671255,0.07486641115025923,0.0036363636363636364,0.11858073119966983,0.17611532238858774,0.003787878787878788,0.7466990054956235,0.03381034161922436,0.022272640791374324,0.03724955569649965,0.19095319261033777,0.041390110115060025,1.4432936392200797,1.79006681432117,0.6737237389822587
İSTANBUL,PENDİK,ÇAMÇEŞME MAH.,ÇAMÇEŞME,69,18268,0.03801003790941405,0.04211669980016606,38.883563734502445,0.16141399695940276,0.8246247311975018,18.452800480833037,0.19569046763769668,0.04525939182958191,0.12524820359370534,0.06722596343998308,0.04885186208444382,0.01883273209951976,0.21484850056906019,0.2514701312731681,0.022539863122065643,1.3836358267378235,0.07586071763721142,0.015348547942860528,0.08987573086285969,0.15893196600789236,0.06509351620725275,3.9456192992005477,3.055631385999606,0.8175062125527531
İSTANBUL,PENDİK,ÇINARDERE MAH.,ÇINARDERE,46,12165,0.03104583423946985,0.011689411720169594,20.138053439129322,0.07591133670152021,0.5637276475658749,18.998851850228267,0.06729221258547499,0.024011385066152215,0.02249803586432945,0.03436569355374089,0.08092882322525369,0.0036363636363636364,0.056577545351264226,0.20826709549487665,0.029846903011617843,0.4845221984394514,0.09784870386799427,0.03369186767581317,0.04944447624154807,0.21393462078088854,0.06545903596056325,1.8176181421864355,2.080764825242796,0.8100125522308108
İSTANBUL,PENDİK,ŞEYHLİ MAH.,ŞEYHLİ,41,11227,0.029251132795200648,0.003676470588235294,19.324889507471706,0.08670092265906663,0.5631284213670148,15.699632169216903,0.12445809695200784,0.01808224440834072,0.05378269671923077,0.04032177119190392,0.03642457997823568,0.0034482758620689655,0.11243509319714826,0.17060209933428072,0.0,0.6428952977181718,0.07041264281288648,0.010896687194733488,0.05859277659664484,0.13036442036030332,0.03992815187339417,1.7040716508333307,1.5845071697890079,0.4914977210801815
