il_ADI,ilce_ADI,orig_name,normalized,n_sandik,gecerli_oy_toplam,AHMET TUNCAY ÖZKAN,AK PARTİ,BBP,BÜLENT BOZKURT,CHP,DP,DSP,DYP,ERTUĞRUL KORKUT ERENKUL,FATMA BENAL YAZGAN,HAS PARTİ,HEPAR,LDP,MHP,MMP,MUHAMMET GULAMOĞLU,MİLLET,NAMIK KURNAZ,SAADET,SADUN MUHLİS ALTUNCUOĞLU,SEBAHAT TUNCEL,TAMER AYDEMİR,TKP,TUFAN SEVİM,TURGUT ÖKER,İBRAHİM ÇİÇEK
İSTANBUL,PENDİK,SÜLÜNTEPE MAH.,SÜLÜNTEPE,47,11816,0.09038789412960471,23.402358661027517,0.3221142247475038,0.0,15.153540274248916,0.19606198373166273,0.0763509651632702,0.036233872253016414,0.004,0.02827548106995773,0.2686723880801176,0.1233114350029229,0.011817946059041661,3.0572066516431464,0.027924736124185112,0.0,0.09070476773121006,0.016107645411243793,0.8538970365452832,0.012650773317099856,2.9141151921697124,0.003861003861003861,0.0952354055150584,0.027551793301557395,0.14525387036932472,0.04236599849764473
İSTANBUL,PENDİK,VELİBABA MAH.,VELİBABA,62,15021,0.20545189980888087,38.23252961779167,1.144739415014892,0.009093915343915343,11.165366045647078,0.19575524879355718,0.170701264080686,0.06445635937639352,0.0,0.02067397674330308,0.6399052855626577,0.2162659762996604,0.03267010038924239,6.181315776769553,0.052687410644798205,0.008370545486384731,0.11306207691859356,0.008342602892102336,1.7332615457020641,0.012213586993186264,1.6489415184241203,0.0,0.11075286566187457,0.013278015762325384,0.012098335269066977,0.008066614623991674
İSTANBUL,PENDİK,YAYALAR MAH.,YAYALAR,22,5556,0.12043777562590771,11.304239916470598,0.24010829634288797,0.0,5.999471475829924,0.09733554723383865,0.06753667363423461,0.03333590736939785,0.0037174721189591076,0.0159529728583437,0.1401791905174026,0.07787846937490242,0.00817688777638715,2.3406772161204845,0.00789171757263791,0.00390625,0.031176992393843944,0.012658680493473986,0.9100420196953504,0.003937007874015748,0.5455069893546535,0.0,0.023957657915768205,0.0,0.007858819169960474,0.004016064257028112
İSTANBUL,PENDİK,YENİ MAH.,YENİ,36,8810,0.40484381775833767,12.151081453756134,0.10641930691956852,0.004424778761061947,17.772219007001816,0.1698125040601611,0.0865635965787555,0.06492065981545656,0.003816793893129771,0.0,0.18788907601552432,0.2811803529773497,0.008775946275946276,3.8970061557467215,0.004201680672268907,0.0,0.11057153332389212,0.0,0.3804029154394978,0.004878048780487805,0.2673129873716329,0.0,0.07766825572637535,0.0,0.016011129125883226,0.0
İSTANBUL,PENDİK,YENİŞEHİR MAH.,YENİŞEHİR,91,21881,0.8692987831135179,38.73326032488756,0.4470204633375607,0.008034201823021699,34.263394767805266,0.3015698575877505,0.30667555996326673,0.08818492083374375,0.004,0.017175516683117367,0.6402774665369855,0.5593014583230439,0.07377135301409662,11.374964162796376,0.03682637446740041,0.0,0.17932194330935167,0.021750697183207306,1.2922391970517157,0.008799171842650104,1.5387586730846425,0.0,0.13658912488345498,0.00877209857068657,0.04583570264954857,0.044178180252034085
İSTANBUL,PENDİK,YEŞİLBAĞLAR MAH.,YEŞİLBAĞLAR,13,3217,0.015979801801847004,5.588243754335827,0.05674424155636827,0.0,5.169125294321914,0.05225280777527496,0.09496794397680847,0.016036993309720582,0.0,0.0,0.08083122592912406,0.07275186875642214,0.0,1.1615854655753994,0.00398406374501992,0.0,0.04038795227592155,0.004484304932735426,0.24338245412386061,0.0,0.3751702560158555,0.0,0.024071571567901323,0.0,0.0,0.0
İSTANBUL,PENDİK,ÇAMLIK MAH.,ÇAMLIK,17,4312,0.15482622096334162,10.06095259996868,0.12261841868502363,0.0,3.8942354230007785,0.026476491362828234,0.02404324688182365,0.0037593984962406013,0.0,0.0038910505836575876,0.21245620935070725,0.038736827323945046,0.0037593984962406013,1.5577075900805024,0.003816793893129771,0.0,0.015796768241120227,0.0,0.5699682199001982,0.00784313725490196,0.27551643491239525,0.0,0.012183265495938289,0.0036900369003690036,0.00772246820817866,0.0
İSTANBUL,PENDİK,ÇAMÇEŞME MAH.,ÇAMÇEŞME,72,18179,0.08702946915494446,50.240634867855356,0.45120933778984146,0.004048582995951417,8.629455330289119,0.3115403390555302,0.11156750987275534,0.11518052894169876,0.003952569169960474,0.012235882495290607,0.5507084913975772,0.324192695810167,0.008069743323826808,7.435482503449233,0.03139491702380951,0.004273504273504274,0.06870206541711205,0.011730067868036364,2.302030892352279,0.0,1.1761889355039317,0.012399951491632307,0.06346614613997416,0.024974386897345362,0.003787878787878788,0.015743402643247664
İSTANBUL,PENDİK,ÇINARDERE MAH.,ÇINARDERE,46,11335,0.17646610416972752,26.98838858054935,0.2790053816981508,0.0,9.822504949486625,0.14822241468332326,0.1648566953182168,0.05665853904483263,0.0,0.004347826086956522,0.47418123537894474,0.22743141688446095,0.0,5.963811796057509,0.02396321002713846,0.00423728813559322,0.04469687419682771,0.004016064257028112,0.7864519422307508,0.0038022813688212928,0.6985476819465348,0.012014864552169274,0.08054208172527773,0.011619822320313894,0.012191718700945337,0.012041231180500121
İSTANBUL,PENDİK,ŞEYHLİ MAH.,ŞEYHLİ,26,6484,0.12299244815295857,15.773665753725723,0.25804593355860167,0.0,5.402858560516801,0.12829169511413172,0.10686941640532477,0.04062148817195859,0.0,0.0,0.19240846350956542,0.06333888651116915,0.036991682335770555,2.77871193649172,0.012527929060187125,0.0,0.04041162263265251,0.012048192771084338,0.6503555717679004,0.0,0.33067404798133904,0.003952569169960474,0.03718547980160644,0.004032258064516129,0.004016064257028112,0.0
